UNIV_ID,BRANCH,UNIV_NAME,City,Address,State,ZIP,Sector_id
100654001,Main Campus,Alabama A & M University,NORMAL,4900 MERIDIAN ST,AL,35762,1
100663001,Main Campus,University of Alabama at Birmingham,BIRMINGHAM,"ADMINISTRATION BLDG SUITE 1070, 701 20th Street So",AL,352940110,1
100663002,Huntsville Regional Medical Campus,University of Alabama at Birmingham,Huntsville,301 Governors Drive SW,AL,35801,1
100690001,Main Campus,Amridge University,MONTGOMERY,1200 TAYLOR RD,AL,361173553,2
100706001,Main Campus,University of Alabama in Huntsville,HUNTSVILLE,301 SPARKMAN DR,AL,35899,1
100724001,Main Campus,Alabama State University,MONTGOMERY,915 SOUTH JACKSON ST,AL,361040271,1
100751001,Main Campus,The University of Alabama,TUSCALOOSA,1110 Jackson Ave,AL,354870180,1
100751002,University of Alabama Gadsden Center,The University of Alabama,Gadsden,P.O. Box 1280,AL,359021280,1
100760001,Alexander City Campus,Central Alabama Community College,Alexander City,1675 Cherokee Rd,AL,35010,4
100760002,Childersburg Campus,Central Alabama Community College,Childersburg,34091 Highway 280,AL,35044,4
100760003,Talladega Campus,Central Alabama Community College,Talladega,1009 South Street East,AL,35160,4
100812001,Athens State University Main Campus,Athens State University,ATHENS,300 N BEATY ST,AL,35611,1
100830001,Auburn University Montgomery,Auburn University at Montgomery,MONTGOMERY,7400 EAST DRIVE,AL,361173596,1
100858001,Auburn University,Auburn University,Auburn,23 Samford Hall,AL,36849,1
100858002,Joseph S Bruno Auburn Abroad Italy,Auburn University,Ariccia,Via del Parco 149,AL,40,1
100858003,Solon Dixon Forestry Education Center,Auburn University,Andalusia,12130 Dixon Center Road,AL,36420,1
100858004,Rural Studio,Auburn University,Newbern,8448  AL Hwy 61,AL,36765,1
100858005,Harris Early Learning Center,Auburn University,Birmingham,1413 7th Avenue North,AL,35203,1
100858006,Auburn University Regional Airport,Auburn University,Auburn,2150 Mike Hubbard Blvd,AL,36830,1
100858007,E W Shell Fisheries Center North,Auburn University,Auburn,2101 North College Street,AL,36830,1
100858008,Poultry and Animal Nutrition Center,Auburn University,Auburn,1088 Auburn Lakes Road,AL,36830,1
100858009,National Center of Asphalt Technology,Auburn University,Auburn,277 Technology Parkway,AL,36830,1
100858010,Harrison School of Pharmacy-Mobile,Auburn University,Mobile,"650 Clinic Drive, Room 2100",AL,36688,1
100858011,Harrison School of Pharmacy- Montgomery,Auburn University,Montgomery,101 South Union Street,AL,36104,1
100858012,The Center for Architecture and Urban Studies,Auburn University,Birmingham,221 20th Street North,AL,35203,1
100937001,Birmingham-Southern College,Birmingham Southern College,Birmingham,900 Arkadelphia Road,AL,35254,2
101028001,Main Campus,Chattahoochee Valley Community College,PHENIX CITY,2602 COLLEGE DR,AL,36869,4
101116001,South University - Montgomery,South University-Montgomery,MONTGOMERY,5355 Vaughn Road,AL,361161120,3
101143001,Main Campus,Enterprise State Community College,ENTERPRISE,600 PLAZA DR,AL,363301300,4
101143002,Alabama Aviation Center - Ozark,Enterprise State Community College,Ozark,3405 Highway 231 South,AL,36360,4
101143003,Alabama Aviation Center - Mobile,Enterprise State Community College,Mobile,1975 Avenue C,AL,366151403,4
101161001,Coastal Alabama Main Campus - Bay Minette,Coastal Alabama Community College,Bay Minette,1900 US HWY 31 South,AL,365072698,4
101161002,Coastal Alabama Community College - Fairhope Campus,Coastal Alabama Community College,Fairhope,440 Fairhope Avenue,AL,36532,4
101161003,Coastal Alabama Community College - Gulf Shores Campus,Coastal Alabama Community College,Gulf Shores,3301 Gulf Shores Parkway,AL,36542,4
101161004,Coastal Alabama Community College - Brewton Campus,Coastal Alabama Community College,BREWTON,220 ALCO DR,AL,36426,4
101161005,Coastal Alabama Community College - Atmore Campus,Coastal Alabama Community College,Atmore,6574 Highway 21,AL,36502,4
101161006,Coastal Alabama Community College - Monroeville Campus,Coastal Alabama Community College,MONROEVILLE,2800 South Alabama Avenue,AL,364602000,4
101161007,Coastal Alabama Community College - Thomasville campus,Coastal Alabama Community College,Thomasville,30755 Hwy 43 South,AL,367842000,4
101161008,Coastal Alabama Community College - GILBERTOWN CAMPUS,Coastal Alabama Community College,Gilbertown,251 College Street,AL,36908,4
101161009,Coastal Alabama Community College - JACKSON CAMPUS,Coastal Alabama Community College,Jackson,235 College Avenue,AL,36545,4
101189001,Main Campus,Faulkner University,MONTGOMERY,5345 ATLANTA HWY,AL,361093378,2
101189002,FAULKNER UNIVERSITY-BIRMINGHAM,Faulkner University,Hoover,4524 Southlake Parkway,AL,352444506,2
101189003,FAULKNER UNIVERSITY-HUNTSVILLE,Faulkner University,HUNTSVILLE,420 WYNN DR,AL,358051963,2
101189004,FAULKNER UNIVERSITY-MOBILE,Faulkner University,MOBILE,3943 Airport Boulevard,AL,366084112,2
101240001,Gadsden State Community College,Gadsden State Community College,GADSDEN,PO Box 227,AL,359020227,4
101277001,Main Campus,New Beginning College of Cosmetology,Albertville,421 Martling Rd,AL,35951,9
101286001,Wallace Campus,George C Wallace Community College-Dothan,DOTHAN,1141 Wallace Drive,AL,363039234,4
101286004,Sparks Campus,George C Wallace Community College-Dothan,Eufaula,3235 South Eufaula Ave.,AL,36027,4
101295001,Main Campus,George C Wallace State Community College-Hanceville,HANCEVILLE,801 MAIN ST NW,AL,350772000,4
101301001,Main Campus,George C Wallace State Community College-Selma,SELMA,3000 EARL GOODWIN PARKWAY,AL,367032808,4
101365001,Main Campus,Herzing University-Birmingham,BIRMINGHAM,280 WEST VALLEY AVENUE,AL,35209,3
101435001,Main Campus,Huntingdon College,Montgomery,1500 East Fairview Avenue,AL,361062148,2
101453001,Main Campus,Heritage Christian University,FLORENCE,"3625 HELTON DR, PO Box HCU",AL,35630,2
101462001,Main Campus,J. F. Drake State Community and Technical College,HUNTSVILLE,3421 MERIDIAN ST N,AL,358111544,4
101471001,J.F. Ingram State Technical College,J F Ingram State Technical College,Deatsville,5375 Ingram Rd,AL,36022,4
101480001,Main Campus,Jacksonville State University,Jacksonville,700 Pelham Road North,AL,36265,1
101505001,Jefferson,Jefferson State Community College,BIRMINGHAM,2601 CARSON RD,AL,352153098,4
101514001,Main Campus,John C Calhoun State Community College,DECATUR,HWY 31 N,AL,356092216,4
101514002,Calhoun Community College Huntsville,John C Calhoun State Community College,Huntsville,102B Wynn Drive,AL,35805,4
101514004,Alabama Center for the Arts,John C Calhoun State Community College,Decatur,133 2nd Avenue NE,AL,35601,4
101541001,Main Campus,Judson College,MARION,302 BIBB ST,AL,36756,2
101569001,Lawson State Community College,Lawson State Community College-Birmingham Campus,BIRMINGHAM,3060 WILSON RD SW,AL,352211717,4
101569002,Bessemer Campus,Lawson State Community College-Birmingham Campus,Bessemer,1100 9th Ave SW,AL,35022,4
101587001,University of West Alabama,University of West Alabama,LIVINGSTON,STATION 1,AL,35470,1
101602001,Main Campus,Lurleen B Wallace Community College,ANDALUSIA,1000 Dannelly Blvd.,AL,364201418,4
101602002,Lurleen B. Wallace Community College-MacArthur Cam,Lurleen B Wallace Community College,Opp,1708 N. Main Street,AL,36467,4
101602003,Lurleen B. Wallace Community College-Greenville Ca,Lurleen B Wallace Community College,Greenville,750 Greenville Bypass,AL,36037,4
101648001,Main Campus,Marion Military Institute,Marion,1101 Washington St.,AL,36756,4
101675001,Miles College,Miles College,Fairfield,5500 Myron Massey Blvd,AL,35064,2
101693001,University of Mobile,University of Mobile,MOBILE,5735 College Parkway,AL,366132842,2
101709001,University of Montevallo,University of Montevallo,MONTEVALLO,STATION 6001,AL,35115,1
101736001,Shoals Campus,Northwest-Shoals Community College,MUSCLE SHOALS,800 GEORGE WALLACE BLVD,AL,35661,4
101736002,Phil Campbell Campus,Northwest-Shoals Community College,Phil Campbell,2080 College Road,AL,35581,4
101879001,Main Campus,University of North Alabama,FLORENCE,1 Harrison Plaza- UNA Box 5067,AL,356320001,1
101879002,East Campus,University of North Alabama,florence,1640 tune av.,AL,35630,1
101897001,Northeast Alabama Community College,Northeast Alabama Community College,Rainsville,P.O. Box 159  / 138 Alabama Hwy 35,AL,35986,4
101912001,Oakwood University,Oakwood University,HUNTSVILLE,7000 ADVENTIST BLVD NW,AL,358960003,2
101994001,Main Campus,Reid State Technical College,EVERGREEN,I65 AND HWY 83,AL,36401,4
102030001,Main Campus,Bishop State Community College,MOBILE,351 NORTH BROAD STREET,AL,366035898,4
102030002,Central Campus,Bishop State Community College,Mobile,1365 Dr. Martin Luther King Blvd.,AL,36603,4
102030003,Carvar Campus,Bishop State Community College,Mobile,414 Stanton Rd.,AL,36617,4
102030004,SouthWest Campus,Bishop State Community College,Mobile,925 Dauphin Island Parkway,AL,36605,4
102049001,Main Campus,Samford University,Birmingham,800 Lakeshore Drive,AL,352292240,2
102049002,Daniel House at Samford University London Study Center,Samford University,London,"12 Ashburn Gardens, Kensington",,SW7 4DG,2
102058001,Selma University,Selma University,Selma,"1501 Lapsley St, Dinkins Hall",AL,36701,2
102067001,Martin Campus,Shelton State Community College,TUSCALOOSA,9500 OLD GREENSBORO RD,AL,35405,4
102067002,"Shelton State Community College, C. A. Fredd Campus",Shelton State Community College,TUSCALOOSA,3401 MARTIN LUTHER KING BLVD,AL,354013541,4
102067003,Demopolis Higher Education Center,Shelton State Community College,Gallion,186 Field Of Dreams Drive,AL,36742,4
102067004,New Era Building,Shelton State Community College,Demopolis,918 S. Cedar Ave,AL,36732,4
102076001,Main Campus,Snead State Community College,BOAZ,P.O. Box 734,AL,359570734,4
102076002,Arab Instructional Site,Snead State Community College,Arab,261 South Main Street,AL,35016,4
102094001,Main Campus,University of South Alabama,MOBILE,307 N UNIVERSITY BLVD,AL,366880002,1
102094011,USA Fairhope,University of South Alabama,Fairhope,10 N. Summit St.,AL,36532,1
102234001,Spring Hill College,Spring Hill College,MOBILE,4000 DAUPHIN ST,AL,366081791,2
102270001,Stillman Colle,Stillman College,TUSCALOOSA,3601 Stillman Boulevard,AL,35401,2
102298001,Talladega College Main Campus,Talladega College,TALLADEGA,627 W BATTLE ST,AL,35160,2
102313001,Main Campus - Trenholm Campus,H Councill Trenholm State Community College,MONTGOMERY,P.O. Box 10048,AL,361083199,4
102368001,Troy Campus,Troy University,TROY,University Avenue,AL,360820001,1
102368002,Phenix City Campus,Troy University,Phenix City,1 University Place,AL,36869,1
102368003,Montgomery Campus,Troy University,Montgomery,231 Montgomery Street,AL,361034419,1
102368004,Dothan Campus,Troy University,Dothan,501 University Drive,AL,363040368,1
102368005,Atlantic Region,Troy University,Norfolk,"5425 Robin Hood Road, Suite B1",VA,23513,1
102368006,Florida Region,Troy University,Fort Walton Beach,"81 Beal Parkway, S. E.",FL,32548,1
102368007,Southeast Region,Troy University,Columbus,"506 Manchester Expressway, St. B20",GA,31914,1
102368008,Western Region,Troy University,Colorado Springs,"5825 Delmonico Drive, Suite 120",CO,80919,1
102377001,TUSKEGEE UNIVERSITY,Tuskegee University,Tuskegee,"Kresge Center, 3rd Floor RM 310 Tuskegee Univ.",AL,360881920,2
102395001,Main Campus,United States Sports Academy,DAPHNE,ONE ACADEMY DR,AL,365267055,2
102429001,Bevill State Community College Main Campus,Bevill State Community College,Jasper,1411 Indiana Avenue,AL,35501,4
102553001,Anchorage Campus,University of Alaska Anchorage,Anchorage,3211 Providence Dr,AK,99508,1
102553002,Matanuska-Susitna College,University of Alaska Anchorage,Palmer,8274 E. College Road,AK,99645,1
102553003,Kenai Peninsula College - Kenai River Campus,University of Alaska Anchorage,Soldotna,156 College Road,AK,99669,1
102553004,Kenai Peninsula College - Kachemak Bay Campus,University of Alaska Anchorage,Homer,533 E. Pioneer Avenue,AK,996037624,1
102553005,Kodiak College,University of Alaska Anchorage,Kodiak,117 Benny Benson Drive,AK,99615,1
102553006,Chugiak-Eagle River Campus,University of Alaska Anchorage,Eagle River,"10928 Eagle River Road, Ste. 115",AK,99577,1
102553007,Prince William Sound College,University of Alaska Anchorage,Valdez,303 Lowe St,AK,99686,1
102553008,University Center,University of Alaska Anchorage,Anchorage,3901 Old Seward Highway,AK,99503,1
102553009,Aviation Technology Complex,University of Alaska Anchorage,Anchorage,2811 Merrill Field Drive,AK,99501,1
102580001,Main Campus,Alaska Bible College,Palmer,248 E. Elmwood Ave.,AK,99645,2
102614001,University of Alaska Fairbanks,University of Alaska Fairbanks,FAIRBANKS,P.O. Box 757480,AK,997757480,1
102614002,Kuskokwim rural campus,University of Alaska Fairbanks,Bethel,201 Akiak Drive,AK,995590368,1
102614003,Northwest Campus,University of Alaska Fairbanks,Nome,Pouch 400,AK,99762,1
102614004,Bristol Bay rural campus,University of Alaska Fairbanks,Dillingham,Box 1070,AK,99576,1
102614005,Chukchi rural campus,University of Alaska Fairbanks,Kotzebue,P.O. Box 297,AK,99752,1
102614006,Interior Alaska Campus,University of Alaska Fairbanks,Fairbanks,P.O. Box 756720,AK,997756720,1
102614007,Community and Technical College,University of Alaska Fairbanks,Fairbanks,604 Barnette Street,AK,99701,1
102632001,Main Campus/Auke Bay,University of Alaska Southeast,JUNEAU,11066 Auke Lake Way,AK,99801,1
102632002,University of Alaska Southeast - Ketchikan,University of Alaska Southeast,Ketchikan,2600 7th Ave,AK,99901,1
102632003,University of Alaska Southeast - Sitka,University of Alaska Southeast,Sitka,1332 Seward Avenue,AK,99835,1
102669001,Main Campus,Alaska Pacific University,ANCHORAGE,4101 UNIVERSITY DR,AK,99508,2
102711001,First Lake Campus,AVTEC-Alaska's Institute of Technology,SEWARD,809 Second Avenue,AK,996640889,7
102711002,Residence Life Campus,AVTEC-Alaska's Institute of Technology,Seward,516 - 519 3rd Avenue,AK,6640889,7
102711004,Port Avenue Campus,AVTEC-Alaska's Institute of Technology,Seward,808 Port Avenue,AK,996640889,7
102711005,Applied Technology Campus,AVTEC-Alaska's Institute of Technology,Seward,1900-1916 Leirer Ave and 1906 Alameda Avenue,AK,996640889,7
102845001,Charter College-Anchorage,Charter College,ANCHORAGE,2221 E NORTHERN LIGHTS BLVD STE 120,AK,99508,3
102845002,Charter College - Wasilla,Charter College,Wasilla,721 W. Parks Highway,AK,99654,3
102845003,Charter College-Pasco,Charter College,Pasco,5278 Outlet Dr.,WA,99301,3
102845004,Charter College - Oxnard,Charter College,Oxnard,2000 Outlet Center Dr,CA,93036,3
102845006,Charter College-Vancouver,Charter College,Vancouver,17200 SE Mill Pail Blvd #100,WA,98683,3
102845007,Charter College - Fife,Charter College,Fife,"3700 Pacific Highway East, Suite 150",WA,98424,3
102845008,Charter College-Lacey,Charter College,Lacey,"4520 Lacey Blvd SE, Suite 40",WA,98503,3
102845009,Charter College-E Wenatchee,Charter College,East Wenatchee,"595 Grant Road, Suite 5",WA,98802,3
102845010,Charter College-Canyon Country,Charter College,Canyon Country,19034 Soledad Canyon Road,CA,91351,3
102845011,Charter College-Lancaster,Charter College,Lancaster,"43141 Business Center Parkway, Suite 109",CA,93535,3
102845012,Charter College – Yakima,Charter College,Yakima,"2706 West Nob Hill Boulevard, Suite 106",WA,98902,3
102845013,Charter College - Billings,Charter College,Billings,"1595 Grand Avenue, Suite 230",MT,59102,3
102845014,Charter College - Missoula,Charter College,Missoula,1930 Brooks Street,MT,59801,3
102845015,Charter College - Charter Institute Farmington,Charter College,Farmington,3030 E 20th Street,NM,87402,3
103501001,Main Campus,Alaska Career College,Anchorage,1415 E Tudor Road,AK,995071033,6
103741001,"Empire Beauty School - C Tucson, AZ",Empire Beauty School-Tucson,TUCSON,3030 E SPEEDWAY BLVD,AZ,85716,9
103778001,MAIN CAMPUS,Thunderbird School of Global Management,GLENDALE,1 Global Place,AZ,853066000,1
103811001,Main Campus,American Institute of Trucking,PHOENIX,2350 S. 48TH AVENUE,AZ,850433800,9
103811003,American Institute of Trucking –Las Vegas,American Institute of Trucking,North Las Vegas,4020 E. Lone Mountain Road,NV,89081,9
103893001,Carrington College-Phoenix,Carrington College-Phoenix North,PHOENIX,8503 N 27TH AVE,AZ,85051,6
103909001,Carrington College-Mesa,Carrington College-Mesa,Mesa,"1001 Southern Avenue, Ste. 130",AZ,85210,6
103927001,Carrington College-Tucson,Carrington College-Tucson,Tucson,"201 N Bonita Ave., Ste. 101",AZ,857453098,6
103945001,College America - Flagstaff,CollegeAmerica-Flagstaff,Flagstaff,399 South Malpais 2nd Floor,AZ,86001,2
103954001,Main Campus,Arizona Academy of Beauty-East,TUCSON,5631 E SPEEDWAY BLVD,AZ,85712,9
103963001,Arizona Automotive Institute,Arizona Automotive Institute,GLENDALE,6829 N 46TH AVE,AZ,853013579,9
104090001,Brookline College - Phoenix Campus,Brookline College-Phoenix,Phoenix,"2445 W. Dunlap Avenue, Suite 100",AZ,85021,3
104151001,Tempe Campus,Arizona State University-Tempe,TEMPE,325 E. Apache Blvd.,AZ,852871812,1
104151005,Lake Havasu City Campus,Arizona State University-Tempe,Lake Havasu City,100 University Way,AZ,86404,1
104160001,Main Campus,Arizona Western College,YUMA,2020 S. Avenue 8E,AZ,85365,4
104160002,Downtown Center,Arizona Western College,Yuma,1351 S. Redondo Center Dr.,AZ,85365,4
104160003,San Luis Learning Center,Arizona Western College,San Luis,1340 N 8th Avenue,AZ,85349,4
104160004,Somerton Center,Arizona Western College,Somerton,1011 N. Somerton Ave.,AZ,85350,4
104160005,Parker Learning Center,Arizona Western College,Parker,1109 Geronimo Ave,AZ,85344,4
104179001,Main Campus,University of Arizona,TUCSON,1200 E. Univeristy,AZ,857210021,1
104179002,University of Arizona College of Medicine-Phoenix,University of Arizona,Phoenix,550 E. Van Burren Street,AZ,85004,1
104188001,Main Campus,Southwest University of Visual Arts-Tucson,TUCSON,2525 N COUNTRY CLUB RD,AZ,85716,3
104346001,Main Campus-Signal Peak,Central Arizona College,COOLIDGE,8470 N OVERFIELD RD,AZ,851289778,4
104346002,ARAVAIPA CAMPUS,Central Arizona College,WINKELMAN,80440 EAST ARAVAIPA RD.,AZ,85192,4
104346003,SUPERSTITION MOUNTAIN CAMPUS,Central Arizona College,APACHE JUNCTION,805 S. Idaho Road,AZ,851195231,4
104346004,FLORENCE CENTER (ASPC),Central Arizona College,FLORENCE,"800 E. BUTTE, BLDG 100",AZ,85132,4
104346005,CASA GRANDE CENTER,Central Arizona College,CASA GRANDE,1015 EAST FLORENCE BLVD.,AZ,85122,4
104346010,Corporate Center,Central Arizona College,Casa Grande,"540 N. Camino Mercado, Suite 1",AZ,851225751,4
104346012,Maricopa Campus,Central Arizona College,Maricopa,17945 N. Regent Drive,AZ,851387808,4
104346013,San Tan Campus,Central Arizona College,San Tan Valley,3736 E. Bella Vista Road,AZ,85143,4
104391001,Main Campus,Charles of Italy Beauty College,LAKE HAVASU CITY,"1987 MCCULLOCH BLVD, Suite 205",AZ,86403,9
104425001,Douglas Campus,Cochise County Community College District,Douglas,4190 W. Highway 80,AZ,856079724,4
104434001,"Empire Beauty School - Flagstaff, AZ",Empire Beauty School-Flagstaff,FLAGSTAFF,1790 EAST ROUTE 66,AZ,86004,9
104443001,"Empire Beauty School - Chandler, AZ",Empire Beauty School-Chandler,CHANDLER,2978 N ALMA SCHOOL RD  STE 1-3,AZ,85224,9
104504001,Main Campus,Cortiva Institute-Tucson,TUCSON,6390 E. Broadway,AZ,85710,9
104568001,Avalon School of Cosmetology (Mesa),Avalon School of Cosmetology-Mesa,Mesa,2111 S Alma School Rd #21,AZ,85210,9
104577001,Main Campus,Eastern Arizona College,Thatcher,615 N. Stadium Avenue,AZ,855520769,4
104577002,Gila Pueblo Campus,Eastern Arizona College,Globe,8474 S. Six Shooter Canyon Road,AZ,855015103,4
104577003,Payson Campus,Eastern Arizona College,Payson,201 North Mud Springs Road,AZ,855414426,4
104586001,Embry-Riddle Aeronautical University - Prescott,Embry-Riddle Aeronautical University-Prescott,Prescott,3700 Willow Creek Road,AZ,863013720,2
104665001,Taliesin West,School of Architecture at Taliesin,Scottsdale,12621 N. Frank Lloyd Wright Blvd,AZ,85259,2
104665002,Taliesin East,School of Architecture at Taliesin,Spring Green,5481 County Highway C,WI,53588,2
104708001,Main Campus,Glendale Community College,GLENDALE,6000 W OLIVE AVE,AZ,85302,4
104708002,North Campus,Glendale Community College,Phoenix,5727 W. Happy Valley Road,AZ,85310,4
104717001,Grand Canyon University,Grand Canyon University,PHOENIX,3300 W CAMELBACK RD,AZ,85017,3
105145001,Washington Campus,GateWay Community College,Phoenix,108 N. 40TH Street,AZ,85034,4
105145002,Deer Valley Campus,GateWay Community College,Phoenix,2931 W Bell Rd,AZ,850533024,4
105154001,Mesa Community College,Mesa Community College,MESA,1833 W SOUTHERN AVE,AZ,85202,4
105154002,Red Mountain Campus,Mesa Community College,Mesa,7110 E. McKellips Rd.,AZ,85207,4
105154003,Downtown Center,Mesa Community College,Mesa,145 North Centennial Way,AZ,85201,4
105206001,Neal Campus - Kingman,Mohave Community College,Kingman,1971 Jagerson Ave,AZ,864091238,4
105206002,Lake Havasu City Campus,Mohave Community College,Lake Havasu City,1977 West Acoma Blvd,AZ,86403,4
105206003,Bullhead City Campus,Mohave Community College,Bullhead City,3400 Highway 95,AZ,86442,4
105206004,North Mohave Campus,Mohave Community College,Colorado City,480 South Central,AZ,86021,4
105215001,Universal Technical Institute-Motorcycle Mechanics Institute Division,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,PHOENIX,2844 W DEER VALLEY RD,AZ,85027,6
105297001,Main Campus,Dine College,TSAILE,"Route 12, NHC Bldg. 1st Floor, Room 113",AZ,86556,1
105297002,Shiprock,Dine College,Shiprock,Box 580,NM,87420,1
105297003,Crownpoint,Dine College,Crownpoint,Box 57,NM,87313,1
105297004,Window Rock,Dine College,Window Rock,Box 1924,AZ,86515,1
105297005,Chinle,Dine College,Chinle,Box 1997,AZ,86503,1
105297007,Tuba City,Dine College,Tuba City,Box 1716,AZ,86045,1
105330001,Flagstaff Mountain Campus,Northern Arizona University,FLAGSTAFF,"Knoles Drive, Babbit Administrative Ctr",AZ,860114132,1
105330003,NAU- Chandler-Gilbert,Northern Arizona University,Chandler,2626 East Pecos Rd,AZ,85225,1
105330005,NAU - Mesa,Northern Arizona University,Mesa,1833 West Southern Ave,AZ,85202,1
105330006,NAU - West Valley,Northern Arizona University,Avondale,3000 North Dysart Rd,AZ,85392,1
105330007,NAU - Glendale,Northern Arizona University,Glendale,6000 West Olive St,AZ,85302,1
105330009,NAU - Kingman,Northern Arizona University,Kingman,1971 Jagerson Ave,AZ,86409,1
105330010,NAU - North Valley,Northern Arizona University,Phoenix,15451 North 28th Ave,AZ,85053,1
105330011,NAU - Paradise Valley,Northern Arizona University,Phoenix,18401 North 32nd St,AZ,85032,1
105330012,NAU - Phoenix,Northern Arizona University,Phoenix,1202 West Thomas Rd,AZ,85013,1
105330013,NAU- Scottsdale,Northern Arizona University,Scottsdale,9000 East Chaparral,AZ,85256,1
105330014,NAU- Show Low,Northern Arizona University,Show Low,1001 West Deuce of Clubs,AZ,85902,1
105330015,NAU- Central Arizona College,Northern Arizona University,Coolidge,8470 North Overfield Rd,AZ,85128,1
105330016,NAU - South Mountain,Northern Arizona University,Phoenix,7050 South 24th,AZ,85042,1
105330017,NAU - Thatcher,Northern Arizona University,Thatcher,615 North Stadium Dr,AZ,85552,1
105330018,NAU - Tucson,Northern Arizona University,Tucson,401 North Bonita Ave,AZ,85709,1
105330019,NAU - Prescott,Northern Arizona University,Prescott,1100 East Sheldon,AZ,86301,1
105330020,NAU  - Yavapai Prescott Valley,Northern Arizona University,Prescott Valley,7351 East Civic Circle,AZ,86314,1
105330021,NAU- Yuma,Northern Arizona University,Yuma,2020 South Ave 8E,AZ,85365,1
105330025,NAU- Phoenix Biomedical Campus,Northern Arizona University,Phoenix,435 N 5th Street,AZ,85004,1
105330027,NAU In Costa Rica,Northern Arizona University,San Padro Santa Marta,Calle Siles,,,1
105330030,NAU – East Valley,Northern Arizona University,Mesa,145 N. Centennial Way,AZ,85201,1
105330032,NAU- Fort Defiance,Northern Arizona University,Fort Defiance,1 Kit Carson Drive,AZ,86504,1
105349001,Main Campus - Painted Desert - PDC,Northland Pioneer College,Holbrook,2251 N. Navajo Boulevard,AZ,860251824,4
105349002,Little Colorado Campus - LCC,Northland Pioneer College,Winslow,1400 E. Third St.,AZ,860474404,4
105349003,Silver Creek Campus - SCC,Northland Pioneer College,Snowflake,1611 S. Main St.,AZ,859375619,4
105349004,White Mountain Campus - WMC,Northland Pioneer College,Show Low,1001 W. Duece of Clubs,AZ,859016201,4
105349006,Hopi Center,Northland Pioneer College,Keams Canyon,First Mesa - P.O. Box 1210,AZ,86034,4
105349007,Kayenta Center,Northland Pioneer College,Kayenta,PO Box 248,AZ,86033,4
105349008,Springerville/Eagar Center,Northland Pioneer College,Springerville,940 E. Maricopa St.,AZ,85938,4
105349009,St. Johns Center,Northland Pioneer College,Saint Johns,65 S.3rd West,AZ,85936,4
105349010,Whiteriver Center,Northland Pioneer College,Whiteriver,720 S. Chief,AZ,85941,4
105367001,Ottawa University-Phoenix,Ottawa University-Phoenix,PHOENIX,9414 N. 25th Avenue,AZ,85021,2
105367003,Ottawa University - Surprise,Ottawa University-Phoenix,Surprise,15950 N. Civic Center Plaza,AZ,85374,2
105367004,Ottawa University - Queen Creek,Ottawa University-Phoenix,Queen Creek,21740 S. Ellsworth Rd,AZ,85142,2
105428001,Phoenix College,Phoenix College,Phoenix,1202 W Thomas Rd,AZ,85013,4
105428002,Phoenix College Downtown,Phoenix College,Phoenix,640 North 1st avenue,AZ,85003,4
105428003,Center For Nursing Excellence,Phoenix College,Phoenix,3700 North 3rd Ave,AZ,85013,4
105482001,Cortiva Institute-Scottsdale,Cortiva Institute-Scottsdale,SCOTTSDALE,8010 E McDowell Road #214,AZ,85257,9
105525001,West Campus,Pima Community College,Tucson,2202 W. Anklam Rd.,AZ,857090001,4
105525002,Downtown Campus,Pima Community College,Tucson,1255 N. Stone Ave.,AZ,857073000,4
105525004,Community Campus,Pima Community College,Tucson,401 N. Bonita,AZ,857095500,4
105525005,East Campus,Pima Community College,Tucson,8181 E. Irvington Rd.,AZ,857094000,4
105525006,Desert Vista Campus,Pima Community College,Tucson,5901 S. Calle Santa Cruz,AZ,857096000,4
105525008,Northwest Campus,Pima Community College,Tucson,7600 N. Shannon,AZ,857095200,4
105525010,El Rio Adult Education Center,Pima Community College,Tucson,1390 W. Speedway Blvd.,AZ,85709,4
105525011,El Pueblo Adult Education Center,Pima Community College,Tucson,101 W. Irvington Rd.,AZ,85709,4
105525015,Aviation Technology Center,Pima Community College,Tucson,7211 S. Park,AZ,857095500,4
105525016,29th Street Coalition Center,Pima Community College,Tucson,4355 S. Calle Aurora,AZ,857095520,4
105525017,Maintenance and Security,Pima Community College,Tucson,6680 S. Country Club,AZ,857091740,4
105534001,Tucson Campus,Pima Medical Institute-Tucson,TUCSON,3350 E GRANT RD Suite 100,AZ,85716,3
105543001,Albuquerque Campus,Pima Medical Institute-Albuquerque,ALBUQUERQUE,4400 Cutler  Avenue NE,NM,87110,6
105589001,Prescott College,Prescott College,PRESCOTT,220 GROVE AVE,AZ,86301,2
105659001,Main Campus,Refrigeration School Inc,PHOENIX,4210 E WASHINGTON STREET,AZ,850341816,6
105668001,Main Campus-Tempe,Rio Salado College,Tempe,2323 W 14TH ST,AZ,852816950,4
105668002,"Rio Salado College, Surprise",Rio Salado College,Surprise,12535 Smokey Drive,AZ,85378,4
105668003,"Rio Salado College, Dental Hygiene Center",Rio Salado College,Tempe,2250 W 14th Street,AZ,85281,4
105668005,Rio Salado College - Avondale,Rio Salado College,Avondale,420 North Central Avenue,AZ,85323,4
105668006,Rio Salado College - Downtown,Rio Salado College,Phoenix,619 North Seventh Avenue,AZ,85007,4
105668008,Rio Salado College - Southern,Rio Salado College,Tempe,3320 South Price Road,AZ,85282,4
